event_id,session_id,seat_id,track_id,t_start,t_end,frame_start,frame_end,rule,points,score_after,confidence,severity,reason,clip_path,thumb_path
evt_0001,sess_20260823_023150,S01,1,9.67,9.67,116,116,motion_spurt,20.0,20.0,0.75,warning,"Abnormal rapid motion detected at S01 (Energy: 30.0%, Velocity: 0.0px/s)",,
evt_0002,sess_20260823_023150,S01,1,9.75,9.75,117,117,motion_spurt,20.0,39.9,0.75,warning,"Abnormal rapid motion detected at S01 (Energy: 34.9%, Velocity: 0.0px/s)",,
evt_0003,sess_20260823_023150,S01,1,9.83,9.83,118,118,motion_spurt,20.0,59.8,0.75,warning,"Abnormal rapid motion detected at S01 (Energy: 36.6%, Velocity: 0.0px/s)",,
evt_0004,sess_20260823_023150,S01,1,9.92,9.92,119,119,motion_spurt,20.0,79.6,0.75,warning,"Abnormal rapid motion detected at S01 (Energy: 37.2%, Velocity: 0.0px/s)",,
evt_0005,sess_20260823_023150,S01,1,10.0,10.0,120,120,motion_spurt,20.0,99.5,0.75,warning,"Abnormal rapid motion detected at S01 (Energy: 38.7%, Velocity: 0.0px/s)",,
evt_0006,sess_20260823_023150,S01,1,10.08,10.08,121,121,motion_spurt,20.0,119.4,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 39.3%, Velocity: 0.0px/s)",/api/clips/evt_0006,/api/thumbs/evt_0006
evt_0007,sess_20260823_023150,S01,1,10.17,10.17,122,122,motion_spurt,20.0,139.2,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 38.3%, Velocity: 0.0px/s)",/api/clips/evt_0007,/api/thumbs/evt_0007
evt_0008,sess_20260823_023150,S01,1,10.25,10.25,123,123,motion_spurt,20.0,159.1,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 38.0%, Velocity: 0.0px/s)",/api/clips/evt_0008,/api/thumbs/evt_0008
evt_0009,sess_20260823_023150,S01,1,10.33,10.33,124,124,motion_spurt,20.0,179.0,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 36.8%, Velocity: 0.0px/s)",/api/clips/evt_0009,/api/thumbs/evt_0009
evt_0010,sess_20260823_023150,S01,1,10.42,10.42,125,125,motion_spurt,20.0,198.9,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 35.8%, Velocity: 0.0px/s)",/api/clips/evt_0010,/api/thumbs/evt_0010
evt_0011,sess_20260823_023150,S01,1,10.5,10.5,126,126,motion_spurt,20.0,218.8,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 35.2%, Velocity: 0.0px/s)",/api/clips/evt_0011,/api/thumbs/evt_0011
evt_0012,sess_20260823_023150,S01,1,10.58,10.58,127,127,motion_spurt,20.0,238.6,0.75,critical,"Abnormal rapid motion detected at S01 (Energy: 34.3%, Velocity: 0.0px/s)",/api/clips/evt_0012,/api/thumbs/evt_0012
