event_id,session_id,seat_id,track_id,t_start,t_end,frame_start,frame_end,rule,points,score_after,confidence,severity,reason,clip_path,thumb_path
evt_0001,sess_20260820_183851,S04,1,4.0,4.0,100,100,hand_chit_pinch,50.0,50.0,0.8,warning,Paper chit pinch gesture detected at S04 (Right index-thumb pinch),,
evt_0002,sess_20260820_183851,S04,1,4.0,4.0,100,100,hand_chit_pinch,50.0,100.0,0.8,critical,Paper chit pinch gesture detected at S04 (Left index-thumb pinch),,
evt_0003,sess_20260820_183851,S04,1,4.04,4.04,101,101,hand_chit_pinch,50.0,149.9,0.8,critical,Paper chit pinch gesture detected at S04 (Left index-thumb pinch),,
evt_0004,sess_20260820_183851,S04,1,4.04,4.04,101,101,hand_chit_pinch,50.0,199.9,0.8,critical,Paper chit pinch gesture detected at S04 (Right index-thumb pinch),,
evt_0005,sess_20260820_183851,S04,1,4.08,4.08,102,102,hand_chit_pinch,50.0,249.9,0.8,critical,Paper chit pinch gesture detected at S04 (Right index-thumb pinch),,
evt_0006,sess_20260820_183851,S04,1,4.08,4.08,102,102,hand_chit_pinch,50.0,299.9,0.8,critical,Paper chit pinch gesture detected at S04 (Left index-thumb pinch),,
evt_0007,sess_20260820_183851,S04,1,4.12,4.12,103,103,hand_chit_pinch,50.0,349.8,0.8,critical,Paper chit pinch gesture detected at S04 (Left index-thumb pinch),,
evt_0008,sess_20260820_183851,S04,1,4.16,4.16,104,104,hand_chit_pinch,50.0,399.8,0.8,critical,Paper chit pinch gesture detected at S04 (Right index-thumb pinch),,
evt_0009,sess_20260820_183851,S04,1,4.2,4.2,105,105,hand_chit_pinch,50.0,449.7,0.8,critical,Paper chit pinch gesture detected at S04 (Right index-thumb pinch),,
evt_0010,sess_20260820_183851,S04,1,4.24,4.24,106,106,hand_chit_pinch,50.0,499.6,0.8,critical,Paper chit pinch gesture detected at S04 (Right index-thumb pinch),,
evt_0011,sess_20260820_183851,S04,1,4.28,4.28,107,107,hand_chit_pinch,50.0,549.6,0.8,critical,Paper chit pinch gesture detected at S04 (Right index-thumb pinch),,
evt_0012,sess_20260820_183851,S04,1,4.32,4.32,108,108,hand_chit_pinch,50.0,599.5,0.8,critical,Paper chit pinch gesture detected at S04 (Left index-thumb pinch),,
evt_0013,sess_20260820_183851,S04,1,4.32,4.32,108,108,hand_chit_pinch,50.0,649.5,0.8,critical,Paper chit pinch gesture detected at S04 (Left index-thumb pinch),,
evt_0014,sess_20260820_183851,S04,1,4.36,4.36,109,109,hand_chit_pinch,50.0,699.5,0.8,critical,Paper chit pinch gesture detected at S04 (Left index-thumb pinch),,
evt_0015,sess_20260820_183851,S04,1,4.36,4.36,109,109,hand_chit_pinch,50.0,749.5,0.8,critical,Paper chit pinch gesture detected at S04 (Right index-thumb pinch),,
evt_0016,sess_20260820_183851,S04,1,4.4,4.4,110,110,hand_chit_pinch,50.0,799.4,0.8,critical,Paper chit pinch gesture detected at S04 (Right index-thumb pinch),,
evt_0017,sess_20260820_183851,S04,1,4.44,4.44,111,111,hand_chit_pinch,50.0,849.3,0.8,critical,Paper chit pinch gesture detected at S04 (Right index-thumb pinch),,
evt_0018,sess_20260820_183851,S04,1,4.44,4.44,111,111,hand_chit_pinch,50.0,899.3,0.8,critical,Paper chit pinch gesture detected at S04 (Left index-thumb pinch),,
evt_0019,sess_20260820_183851,S04,1,4.48,4.48,112,112,hand_chit_pinch,50.0,949.3,0.8,critical,Paper chit pinch gesture detected at S04 (Right index-thumb pinch),,
evt_0020,sess_20260820_183851,S04,1,4.52,4.52,113,113,hand_chit_pinch,50.0,999.2,0.8,critical,Paper chit pinch gesture detected at S04 (Right index-thumb pinch),,
evt_0021,sess_20260820_183851,S04,1,4.56,4.56,114,114,hand_chit_pinch,50.0,1049.2,0.8,critical,Paper chit pinch gesture detected at S04 (Right index-thumb pinch),,
evt_0022,sess_20260820_183851,S04,1,4.6,4.6,115,115,hand_chit_pinch,50.0,1099.1,0.8,critical,Paper chit pinch gesture detected at S04 (Right index-thumb pinch),,
evt_0023,sess_20260820_183851,S04,1,4.64,4.64,116,116,hand_chit_pinch,50.0,1149.0,0.8,critical,Paper chit pinch gesture detected at S04 (Right index-thumb pinch),,
evt_0024,sess_20260820_183851,S04,1,4.68,4.68,117,117,hand_chit_pinch,50.0,1199.0,0.8,critical,Paper chit pinch gesture detected at S04 (Right index-thumb pinch),,
evt_0025,sess_20260820_183851,S04,1,4.8,4.8,120,120,hand_chit_pinch,50.0,1248.8,0.8,critical,Paper chit pinch gesture detected at S04 (Right index-thumb pinch),,
evt_0026,sess_20260820_183851,S04,1,4.84,4.84,121,121,hand_chit_pinch,50.0,1298.7,0.8,critical,Paper chit pinch gesture detected at S04 (Right index-thumb pinch),,
evt_0027,sess_20260820_183851,S04,1,4.88,4.88,122,122,hand_chit_pinch,50.0,1348.7,0.8,critical,Paper chit pinch gesture detected at S04 (Right index-thumb pinch),,
evt_0028,sess_20260820_183851,S04,1,4.92,4.92,123,123,hand_chit_pinch,50.0,1398.6,0.8,critical,Paper chit pinch gesture detected at S04 (Left index-thumb pinch),,
evt_0029,sess_20260820_183851,S04,1,4.96,4.96,124,124,hand_chit_pinch,50.0,1448.6,0.8,critical,Paper chit pinch gesture detected at S04 (Right index-thumb pinch),,
evt_0030,sess_20260820_183851,S04,1,5.0,5.0,125,125,hand_chit_pinch,50.0,1498.5,0.8,critical,Paper chit pinch gesture detected at S04 (Left index-thumb pinch),,
evt_0031,sess_20260820_183851,S04,1,5.04,5.04,126,126,hand_chit_pinch,50.0,1548.4,0.8,critical,Paper chit pinch gesture detected at S04 (Left index-thumb pinch),,
evt_0032,sess_20260820_183851,S04,1,5.08,5.08,127,127,hand_chit_pinch,50.0,1598.4,0.8,critical,Paper chit pinch gesture detected at S04 (Left index-thumb pinch),,
evt_0033,sess_20260820_183851,S04,1,5.56,5.56,139,139,hand_chit_pinch,50.0,1647.7,0.8,critical,Paper chit pinch gesture detected at S04 (Right index-thumb pinch),,
evt_0034,sess_20260820_183851,S04,1,5.68,5.68,142,142,hand_chit_pinch,50.0,1697.5,0.8,critical,Paper chit pinch gesture detected at S04 (Right index-thumb pinch),,
evt_0035,sess_20260820_183851,S04,1,5.92,5.92,148,148,hand_chit_pinch,50.0,1747.1,0.8,critical,Paper chit pinch gesture detected at S04 (Right index-thumb pinch),,
evt_0036,sess_20260820_183851,S04,1,5.96,5.96,149,149,hand_chit_pinch,50.0,1797.1,0.8,critical,Paper chit pinch gesture detected at S04 (Right index-thumb pinch),,
evt_0037,sess_20260820_183851,S04,1,6.04,6.04,151,151,hand_chit_pinch,50.0,1846.9,0.8,critical,Paper chit pinch gesture detected at S04 (Left index-thumb pinch),,
